Current Designation,Department Affiliation,Years of Service,Specialization Areas,Academic Qualifications,Patent Count,Publication Records (Journals),Publication Records (Conferences),Research Project Involvement,Citation Metrics,Core Courses Count (CS),Electives Count (CS),Lab Courses Count (CS),Student Count per Course (CS),Interdisciplinary Courses (Non-CS),Foundation Courses (Non-CS),Student Count per Course (Non-CS),Subject Knowledge (1-10),Teaching Methodology (1-10),Communication Clarity (1-10),Student Engagement (1-10),Doubt Resolution (1-10),Semester-wise Performance Trends (1-10),Implementation of Previous Feedback (1-10),Teaching Innovation Metrics (1-10),Student Success Rates (1-10),Course Completion Effectiveness (1-10),New Designation,Future Designation
1,0,20,0,1,0,6,23,1,4373,4,0,1,74,0,4,83,2,10,7,4,3,7,2,6,4,7,0,4
0,6,22,4,1,8,0,45,8,626,2,1,2,24,0,0,33,10,4,6,8,2,5,7,4,8,6,0,4
1,6,6,2,1,9,3,2,13,7469,5,3,1,143,3,0,30,2,1,2,7,7,7,3,9,5,8,0,3
2,8,18,5,1,6,43,41,1,8122,1,0,1,98,3,0,41,8,5,6,8,6,4,4,2,5,2,0,0
0,7,11,1,3,6,20,21,7,3979,1,1,2,92,2,5,129,10,5,3,1,10,3,2,1,1,3,0,5
0,2,30,4,1,4,20,39,1,1925,2,1,2,81,2,2,71,8,4,8,10,3,5,1,2,8,3,0,1
2,9,11,0,2,4,38,8,8,7645,2,3,1,59,0,3,82,4,4,5,9,10,6,2,8,1,8,1,5
1,3,4,2,0,9,14,43,7,183,1,3,1,129,1,1,82,4,3,10,3,3,2,5,4,1,7,0,2
1,6,9,3,1,5,0,26,3,4216,1,0,5,137,0,5,71,3,5,1,8,10,5,9,1,1,8,0,3
1,4,9,3,2,9,5,50,5,2520,2,1,3,98,2,4,149,10,9,4,6,3,6,10,5,5,8,0,3
1,4,15,1,1,10,26,3,20,1062,3,1,4,81,2,2,127,4,10,3,10,2,1,2,6,8,5,0,0
2,9,21,4,3,5,36,10,1,462,5,0,4,62,1,4,64,10,1,9,3,9,4,6,3,3,1,2,4
0,3,7,0,1,6,38,26,4,382,3,2,1,70,0,1,52,2,5,6,5,9,5,1,7,5,4,0,3
2,3,1,3,2,9,38,20,14,5978,1,1,3,67,3,5,20,3,7,4,3,7,3,9,1,4,4,0,2
2,8,1,2,0,2,16,10,11,8895,3,3,1,25,1,5,115,4,8,9,9,3,3,7,10,6,10,0,2
2,6,1,2,0,2,16,10,11,8895,3,3,1,25,1,5,115,4,8,9,9,3,3,7,10,6,10,0,2
1,2,18,1,1,9,14,31,15,2011,3,1,4,128,0,1,91,2,3,9,6,10,4,5,2,3,9,0,0
2,9,29,2,0,1,46,44,0,4746,1,0,2,32,2,2,37,4,1,7,8,3,7,3,10,1,7,0,1
2,9,22,2,2,7,26,34,5,2937,3,1,3,140,3,3,72,8,10,5,7,10,8,5,7,5,8,0,4
0,9,3,4,0,4,20,35,20,3040,5,3,1,125,3,0,82,5,4,6,9,9,3,10,1,6,5,0,2
0,1,27,4,0,3,6,36,13,4960,4,3,1,86,0,4,96,2,4,8,4,5,2,3,5,10,2,0,1
2,1,19,4,2,6,7,6,13,7440,4,0,4,112,2,2,126,9,10,10,9,3,9,8,4,4,7,0,0
1,5,13,0,2,6,0,34,9,2391,5,3,3,38,3,3,95,9,9,10,2,1,4,9,6,6,4,1,5
0,8,21,2,0,9,18,34,15,6320,2,1,4,26,3,3,147,7,2,5,1,7,2,2,7,8,10,0,4
0,9,12,1,3,3,7,17,17,6466,3,3,4,52,0,3,135,7,8,9,5,9,7,3,3,8,2,0,5
1,5,17,0,2,7,22,18,5,3829,5,3,5,98,1,5,141,9,2,1,3,2,1,3,3,2,7,0,0
2,7,14,4,3,4,38,38,4,9098,4,1,3,32,0,5,48,9,2,10,3,2,2,6,9,7,6,0,5
0,2,13,3,2,6,10,16,17,7052,3,2,4,148,2,3,67,2,2,1,7,9,10,1,4,6,9,1,5
0,2,2,0,3,8,48,15,3,701,5,2,2,58,2,3,123,1,2,8,3,9,9,9,3,5,6,0,2
0,8,11,3,3,5,22,30,11,1195,2,2,5,29,3,4,144,2,10,8,4,6,1,9,7,7,6,0,5
0,9,21,2,0,9,18,34,15,6320,2,1,4,26,3,3,147,7,2,5,1,7,2,2,7,8,10,0,4
1,9,11,3,1,2,10,21,1,2492,3,3,1,94,2,0,142,6,10,7,7,1,1,3,6,9,8,1,5
1,9,19,2,3,0,8,36,14,4746,2,3,2,134,0,2,128,3,4,9,9,4,4,6,9,8,7,2,0
1,3,25,3,2,6,21,4,10,9565,3,1,1,49,2,5,86,8,3,2,1,6,1,9,8,10,3,0,1
1,9,4,2,0,9,14,43,7,183,1,3,1,129,1,1,82,4,3,10,3,3,2,5,4,1,7,0,2
0,5,12,5,2,10,41,1,1,9349,2,3,2,93,1,5,142,6,4,6,5,1,7,2,2,2,3,1,5
1,7,30,2,3,6,8,36,5,4341,1,0,5,131,0,0,51,10,1,10,8,4,10,3,5,10,7,2,1
0,3,28,0,2,8,30,35,0,2664,5,1,4,67,3,2,127,6,3,8,9,8,1,5,2,6,2,0,1
2,6,17,5,2,5,2,10,7,9984,3,3,2,73,2,4,78,8,7,5,6,6,10,9,10,9,7,0,0
0,4,11,3,3,5,22,30,11,1195,2,2,5,29,3,4,144,2,10,8,4,6,1,9,7,7,6,0,5
2,8,8,2,2,1,48,47,19,1643,1,2,4,83,3,4,20,8,4,6,2,9,7,8,5,5,6,0,3
1,2,17,2,0,0,34,41,5,8923,4,3,1,118,2,2,120,7,5,8,10,4,10,7,10,10,7,0,0
2,5,24,2,0,5,23,20,10,6777,3,1,1,87,0,1,67,10,2,1,8,3,8,2,2,7,10,0,4
1,9,26,3,3,8,44,46,10,3264,2,3,2,107,2,2,89,9,6,2,9,1,4,9,2,2,9,2,1
2,8,1,3,2,9,38,20,14,5978,1,1,3,67,3,5,20,3,7,4,3,7,3,9,1,4,4,0,2
0,0,8,4,3,9,16,6,10,7603,5,2,4,130,1,4,22,3,10,4,7,6,6,8,10,9,1,0,3
0,3,11,0,0,6,39,33,12,6617,5,2,5,24,0,1,72,3,5,4,10,4,9,6,3,5,7,0,5
2,2,21,4,3,5,36,10,1,462,5,0,4,62,1,4,64,10,1,9,3,9,4,6,3,3,1,2,4
2,2,24,2,0,5,23,20,10,6777,3,1,1,87,0,1,67,10,2,1,8,3,8,2,2,7,10,0,4
0,4,7,1,1,7,22,11,19,5383,1,2,1,53,1,3,100,9,1,8,5,8,7,8,8,4,10,0,3
0,7,3,5,3,1,1,14,14,8425,2,3,5,92,2,0,21,3,10,1,3,9,1,7,1,1,6,0,2
2,2,23,3,2,9,0,20,18,8965,1,0,4,63,1,2,117,3,8,7,4,4,3,4,10,10,1,0,4
0,7,11,3,2,8,11,33,7,6809,3,3,3,104,3,0,40,2,6,3,10,7,6,1,9,6,2,1,5
0,1,1,5,1,0,24,2,5,888,4,2,2,142,3,4,50,6,4,9,2,4,2,7,4,2,7,0,2
0,8,24,1,0,2,26,7,10,9546,5,0,1,24,1,1,98,7,9,2,7,2,10,8,4,8,10,0,4
2,9,17,4,3,3,33,43,12,6541,3,1,4,48,0,4,66,3,7,4,7,10,4,4,10,2,4,2,0
2,4,7,4,0,0,14,42,20,575,1,2,2,117,3,3,48,7,9,9,1,10,9,8,2,2,10,0,3
1,1,5,5,1,5,8,39,6,9173,5,0,2,46,1,1,92,7,10,7,3,1,2,1,7,3,4,0,3
2,4,20,0,2,8,13,27,7,7700,5,1,4,116,3,2,77,4,3,2,10,4,2,4,1,5,5,0,4
1,2,12,4,3,9,1,11,15,1824,3,3,2,139,1,2,29,3,4,5,6,2,3,10,1,1,9,0,5
2,0,19,4,2,6,7,6,13,7440,4,0,4,112,2,2,126,9,10,10,9,3,9,8,4,4,7,0,0
0,3,27,5,0,1,3,12,11,4302,4,1,3,50,2,1,22,8,1,6,10,6,8,2,3,1,8,0,1
0,5,11,4,3,5,47,34,4,3848,5,1,3,45,2,3,114,8,10,7,1,10,6,1,3,6,4,0,5
0,8,5,0,3,1,47,0,17,698,1,3,2,142,1,3,117,5,6,5,1,4,4,9,7,2,7,0,3
0,7,22,4,2,5,16,23,17,500,2,1,1,111,3,2,123,4,10,1,4,10,8,8,8,6,8,0,4
1,6,25,3,2,6,47,49,15,6087,4,3,1,34,0,4,141,3,7,10,3,7,10,6,7,6,5,0,1
1,3,29,0,2,5,47,49,7,8092,1,2,5,43,1,1,46,8,3,4,6,4,7,10,2,5,9,0,1
2,2,22,2,2,7,26,34,5,2937,3,1,3,140,3,3,72,8,10,5,7,10,8,5,7,5,8,0,4
0,3,26,5,2,0,34,0,20,8745,2,2,3,40,0,4,126,1,10,8,2,9,10,10,5,2,7,0,1
2,5,13,0,3,7,12,6,6,3882,3,1,5,130,0,1,76,2,9,1,9,9,4,10,5,9,5,0,5
1,0,29,0,2,5,47,49,7,8092,1,2,5,43,1,1,46,8,3,4,6,4,7,10,2,5,9,0,1
1,8,25,1,3,10,50,12,6,8366,5,1,2,136,3,4,41,3,8,6,4,10,9,2,1,10,8,2,1
0,2,29,0,0,5,31,8,17,3655,5,1,1,149,2,2,48,8,2,4,2,7,5,10,4,1,1,0,1
0,2,28,5,2,9,48,50,7,8100,1,0,4,100,3,3,118,9,5,3,8,3,1,5,3,1,1,0,1
0,2,12,2,0,9,27,7,6,6325,3,2,4,77,1,5,29,4,4,3,8,3,6,8,6,2,8,0,5
0,4,20,1,1,9,24,13,17,466,2,3,5,46,2,1,100,3,1,10,8,6,2,1,9,5,5,0,4
1,8,8,5,2,10,18,47,8,351,3,3,3,60,0,1,139,7,5,5,2,5,2,5,2,2,4,0,3
1,7,12,2,3,1,30,31,9,325,5,0,5,78,2,1,27,3,7,5,1,7,8,1,2,7,2,0,5
2,0,7,1,1,2,8,15,20,8583,5,2,5,137,1,2,145,7,5,2,7,9,4,10,7,10,5,0,3
2,0,18,4,0,10,20,22,13,2140,5,0,1,98,1,0,94,6,4,6,2,1,9,2,9,9,9,0,0
1,7,26,3,3,8,44,46,10,3264,2,3,2,107,2,2,89,9,6,2,9,1,4,9,2,2,9,2,1
1,9,1,3,0,0,19,28,6,4153,4,1,2,111,1,5,34,3,1,5,5,6,9,4,10,3,10,0,2
1,8,5,5,1,5,8,39,6,9173,5,0,2,46,1,1,92,7,10,7,3,1,2,1,7,3,4,0,3
2,3,22,3,2,7,39,39,13,1318,2,2,3,63,1,3,106,3,5,4,3,10,8,4,5,4,10,0,4
2,7,4,1,1,1,28,30,7,4811,3,3,4,40,1,4,117,8,3,9,8,3,4,4,10,2,9,0,2
0,7,24,0,3,2,45,0,20,962,5,1,4,51,2,4,49,6,2,9,6,2,7,7,7,4,4,2,4
1,8,17,1,1,8,18,29,15,1693,2,3,5,39,3,3,20,6,3,3,3,4,7,9,3,6,7,0,0
1,2,18,1,1,10,48,44,18,832,4,2,1,70,0,4,106,2,8,6,1,8,4,5,3,5,10,0,0
0,6,24,0,3,2,45,0,20,962,5,1,4,51,2,4,49,6,2,9,6,2,7,7,7,4,4,2,4
2,4,7,4,0,0,14,42,20,575,1,2,2,117,3,3,48,7,9,9,1,10,9,8,2,2,10,0,3
2,5,30,1,2,5,36,3,12,5910,3,3,4,102,3,1,92,5,5,7,5,3,5,9,10,2,2,0,1
1,0,1,3,0,0,19,28,6,4153,4,1,2,111,1,5,34,3,1,5,5,6,9,4,10,3,10,0,2
0,2,16,5,0,9,31,35,2,1201,2,0,1,63,0,2,56,5,3,8,6,2,9,6,6,6,2,0,0
0,6,13,3,2,2,11,31,12,4267,2,0,4,99,1,4,123,6,3,7,4,4,2,4,10,6,2,1,5
1,5,13,0,0,7,27,31,9,6161,3,2,2,129,0,0,111,8,10,3,5,7,6,4,8,3,4,0,5
1,5,29,1,0,2,25,23,2,509,3,0,1,125,0,1,147,3,4,8,5,8,9,10,8,5,6,0,1
0,5,19,2,1,2,29,8,10,6915,2,1,3,26,2,1,25,10,10,3,2,7,8,10,4,9,5,0,0
0,9,20,2,1,10,50,21,17,7488,3,3,4,43,0,0,56,8,5,10,10,2,10,1,8,5,1,0,4
0,7,18,2,1,5,7,38,1,6731,5,1,3,54,1,0,73,2,2,5,9,2,1,9,8,9,2,0,0
0,8,14,0,3,10,16,9,2,3254,4,1,1,78,2,1,23,8,1,10,6,9,1,1,10,2,7,0,5
2,4,20,3,2,4,16,10,11,4672,3,1,2,39,3,5,113,10,10,2,4,5,1,2,5,7,7,0,4
2,2,2,2,2,5,36,34,11,4131,1,2,2,91,3,1,57,10,9,4,1,8,10,3,6,3,3,0,2
1,7,5,4,0,2,18,37,10,5058,1,2,4,81,1,1,24,3,10,2,3,4,6,3,9,5,7,0,3
1,1,15,1,2,7,26,27,17,3661,5,1,2,115,3,0,20,1,7,10,5,2,7,2,8,5,7,0,0
2,0,26,3,2,9,13,49,8,5136,5,0,5,54,3,4,65,9,8,6,2,7,5,3,8,10,10,0,1
1,0,21,3,0,2,38,3,19,5651,4,3,2,147,0,1,77,1,10,1,8,4,1,2,6,9,2,0,4
2,4,17,4,0,10,30,9,2,2441,1,3,5,101,3,5,32,3,7,2,10,4,8,6,5,2,10,0,0
2,5,16,2,1,1,4,12,14,4851,4,1,1,74,0,5,112,2,4,5,8,9,6,3,3,3,5,0,0
2,0,7,5,0,7,6,18,15,7984,4,0,2,139,1,1,81,3,10,1,3,7,6,6,6,6,6,0,3
0,2,6,1,0,5,7,16,20,6921,2,0,3,87,2,0,23,4,7,10,10,9,9,7,10,3,2,0,3
2,9,26,5,3,4,40,13,10,6491,3,2,1,119,1,2,124,1,2,9,7,9,6,2,3,9,8,2,1
1,1,25,5,0,9,48,6,18,6261,4,1,4,31,1,4,139,3,2,7,9,2,6,3,10,9,10,0,1
0,2,16,0,3,4,32,15,10,8643,4,0,3,138,1,0,67,8,4,6,6,6,5,1,6,7,8,2,0
1,3,18,0,1,5,22,37,12,2806,5,1,4,81,2,1,84,1,3,6,10,7,1,6,6,4,8,0,0
1,2,15,2,1,7,16,0,7,5729,3,1,4,85,3,3,74,10,1,7,3,3,8,2,9,2,6,0,0
2,3,22,0,2,4,47,10,5,5320,3,2,2,94,3,5,107,5,1,6,3,2,1,3,1,3,6,0,4
1,6,17,4,2,6,1,4,1,5770,4,1,2,102,1,1,62,1,4,2,6,1,3,9,4,7,5,0,0
0,6,7,5,3,8,8,28,4,9888,3,2,1,128,0,1,89,8,2,3,9,2,9,3,1,8,6,0,3
1,6,10,5,0,8,15,34,3,8688,5,2,1,78,0,0,72,8,10,1,2,10,3,4,4,1,2,0,5
0,9,9,3,0,10,42,31,1,6018,5,0,1,59,0,0,75,5,5,6,4,3,2,10,8,5,1,0,3
1,2,3,5,2,6,48,33,9,7240,4,3,3,31,1,2,93,5,1,10,5,10,8,2,8,3,10,0,2
0,2,28,1,0,2,39,20,0,114,1,2,1,145,3,1,82,2,3,9,2,10,3,9,10,5,5,0,1
2,4,1,2,0,2,16,10,11,8895,3,3,1,25,1,5,115,4,8,9,9,3,3,7,10,6,10,0,2
0,7,22,5,0,0,18,7,2,4739,3,3,3,136,3,4,110,8,7,5,6,10,7,9,10,10,1,0,4
2,8,21,5,0,7,38,31,3,7998,1,3,4,34,1,0,54,3,3,2,8,10,8,6,4,7,5,0,4
1,1,19,2,3,0,8,36,14,4746,2,3,2,134,0,2,128,3,4,9,9,4,4,6,9,8,7,2,0
0,5,30,5,3,6,27,11,16,5824,5,1,3,131,0,3,149,1,9,4,1,10,6,8,1,7,6,2,1
2,0,21,5,1,9,24,28,14,192,4,3,2,133,3,3,115,7,8,6,6,1,7,1,4,9,2,0,4
0,8,12,0,1,3,13,43,3,7182,4,2,1,136,2,3,129,3,8,8,2,7,2,1,4,8,2,1,5
1,1,22,0,2,3,37,29,10,5973,4,1,2,65,2,4,124,10,8,7,8,3,7,2,5,5,1,0,4
2,0,18,1,1,9,12,46,8,7722,4,1,4,27,3,0,72,1,3,6,10,1,10,8,7,2,2,0,0
0,4,29,1,0,9,26,20,15,1405,3,2,3,148,1,5,84,8,5,2,1,7,2,7,4,6,3,0,1
0,7,19,4,1,0,26,31,6,7439,1,2,3,48,2,4,117,1,7,1,6,3,10,3,6,5,10,0,0
1,9,16,3,2,4,45,1,5,1445,1,0,3,25,2,2,61,8,6,10,5,3,2,10,10,2,2,0,0
1,4,22,4,0,6,34,33,13,2867,5,0,2,25,0,1,21,7,1,1,7,4,4,1,2,5,10,0,4
0,7,8,4,0,1,21,6,3,6534,2,3,5,132,3,2,67,4,2,2,4,8,7,1,7,1,6,0,3
2,2,24,2,0,5,23,20,10,6777,3,1,1,87,0,1,67,10,2,1,8,3,8,2,2,7,10,0,4
2,5,2,4,3,2,1,11,7,8595,2,2,1,25,1,1,124,9,4,7,7,4,8,1,7,1,5,0,2
0,2,29,2,1,6,7,12,9,6424,4,1,1,111,3,1,149,1,6,6,5,9,6,1,8,9,9,0,1
1,2,10,1,3,5,35,2,12,5566,5,1,1,68,3,0,132,6,1,7,6,10,10,3,10,10,6,0,5
0,1,10,0,1,6,24,27,2,8674,5,2,4,69,2,5,45,8,10,8,7,10,3,2,3,3,1,1,5
2,8,14,1,3,5,2,17,4,8877,1,1,5,112,1,2,72,2,3,8,4,8,1,2,2,8,8,0,5
0,4,2,2,3,0,23,50,8,6224,3,1,4,75,1,4,131,1,9,2,3,2,7,4,7,7,5,0,2
2,1,13,2,1,8,47,33,19,2067,1,1,5,41,2,0,127,4,5,10,10,5,5,7,3,3,2,1,5
2,1,9,2,2,10,29,29,8,9685,4,2,4,54,0,0,53,7,3,2,2,5,3,6,10,10,1,0,3
0,9,14,0,1,9,42,13,5,2804,2,1,1,114,2,3,127,1,10,6,3,10,8,9,8,5,10,1,5
2,6,10,5,1,2,35,36,10,5034,2,3,5,78,3,3,141,8,5,4,9,7,5,2,8,7,4,1,5
1,5,9,4,1,4,24,44,10,7321,3,3,3,118,1,3,80,7,10,6,10,9,5,1,2,10,9,0,3
2,1,19,4,2,6,7,6,13,7440,4,0,4,112,2,2,126,9,10,10,9,3,9,8,4,4,7,0,0
0,0,4,1,1,1,8,18,0,3045,5,1,4,78,0,4,47,5,6,8,3,8,5,3,7,7,7,0,2
1,4,6,1,3,8,27,47,15,2067,5,3,2,39,3,3,139,8,10,4,1,9,3,2,9,7,10,0,3
1,8,17,5,2,4,20,40,9,8533,3,3,1,36,0,2,71,8,1,7,1,9,10,9,4,9,1,0,0
1,3,10,1,1,1,50,10,20,8845,1,3,4,68,0,1,131,10,3,2,10,10,9,1,4,4,4,1,5
0,7,21,3,1,4,10,48,8,1974,1,1,1,84,1,2,27,1,10,9,9,10,9,1,7,8,8,0,4
0,3,11,1,0,2,43,6,0,6924,3,1,5,80,0,0,108,5,7,6,10,4,6,8,7,7,9,0,5
2,4,18,4,0,10,20,22,13,2140,5,0,1,98,1,0,94,6,4,6,2,1,9,2,9,9,9,0,0
0,3,24,3,3,1,6,25,16,8110,5,0,2,118,3,0,28,5,3,5,9,2,5,8,10,2,8,2,4
0,5,18,5,3,1,18,3,14,611,5,3,5,121,2,1,77,1,10,4,8,9,1,3,2,4,8,2,0
0,9,6,3,0,9,28,23,19,4269,5,3,2,110,1,1,93,1,7,5,4,3,9,2,10,2,10,0,3
1,6,3,1,2,8,4,30,5,4487,4,0,1,83,0,3,89,10,7,2,10,7,5,6,3,3,4,0,2
0,6,11,4,3,5,47,34,4,3848,5,1,3,45,2,3,114,8,10,7,1,10,6,1,3,6,4,0,5
0,6,12,1,1,4,17,21,13,2578,2,2,5,27,1,2,56,10,3,10,1,3,9,1,7,2,7,1,5
1,6,18,5,3,3,32,43,4,3257,3,1,4,112,1,4,29,8,9,3,2,6,2,6,5,10,4,2,0
0,2,28,0,2,8,41,28,11,5129,2,1,5,98,0,2,121,6,5,5,8,5,5,3,1,10,5,0,1
2,2,18,4,0,10,20,22,13,2140,5,0,1,98,1,0,94,6,4,6,2,1,9,2,9,9,9,0,0
1,7,10,5,0,8,15,34,3,8688,5,2,1,78,0,0,72,8,10,1,2,10,3,4,4,1,2,0,5
0,6,15,0,2,3,37,18,4,4071,2,0,2,52,3,4,53,7,1,8,6,2,10,4,2,3,5,0,0
1,8,17,2,0,0,34,41,5,8923,4,3,1,118,2,2,120,7,5,8,10,4,10,7,10,10,7,0,0
1,1,1,0,0,0,5,9,11,4414,2,2,1,120,1,1,59,9,4,5,4,9,9,7,5,9,9,0,2
2,0,1,3,2,9,38,20,14,5978,1,1,3,67,3,5,20,3,7,4,3,7,3,9,1,4,4,0,2
2,2,12,5,3,9,10,25,17,1003,4,2,2,102,2,0,32,5,5,10,5,6,3,5,2,10,1,0,5
1,6,10,1,3,5,35,2,12,5566,5,1,1,68,3,0,132,6,1,7,6,10,10,3,10,10,6,0,5
1,6,20,0,1,7,43,13,12,3253,1,2,1,86,3,1,68,7,6,10,2,1,10,1,5,5,1,0,4
2,7,24,2,2,1,34,40,3,6235,1,2,2,125,0,4,95,6,5,5,7,5,5,7,2,3,6,0,4
2,7,20,0,2,8,13,27,7,7700,5,1,4,116,3,2,77,4,3,2,10,4,2,4,1,5,5,0,4
1,6,25,2,2,5,6,45,13,8593,1,3,4,134,0,3,21,3,1,10,4,7,7,9,4,8,1,0,1
2,1,26,5,1,6,8,35,15,4241,4,3,1,56,3,4,99,1,5,4,10,8,3,4,10,10,4,0,1
1,2,6,2,1,8,21,1,6,3064,3,1,2,54,0,1,58,1,8,9,4,6,4,7,2,8,1,0,3
1,8,9,4,2,0,4,36,2,3988,2,2,5,56,0,4,88,3,3,6,7,1,4,4,9,3,1,0,3
2,4,22,2,3,5,14,45,16,4076,1,0,5,62,3,4,89,10,3,3,7,6,5,7,2,7,4,2,4
0,9,18,3,3,3,50,6,10,8184,4,2,3,116,3,1,83,6,6,3,10,3,10,1,4,3,3,2,0
2,8,8,4,2,2,16,43,10,3093,4,3,2,135,1,2,74,9,3,1,6,3,8,7,4,10,4,0,3
2,9,14,1,0,0,16,12,7,6881,2,3,4,93,1,1,136,3,3,1,8,5,5,9,5,2,5,0,5
0,3,12,3,3,2,5,32,5,1023,4,2,5,137,0,2,33,6,6,1,3,1,5,10,8,2,10,0,5
1,4,8,4,0,4,38,18,2,6276,5,3,5,79,0,5,53,6,8,1,7,6,3,7,10,6,10,0,3
2,0,12,2,0,2,1,17,10,6841,4,2,1,103,2,3,86,8,5,9,5,2,3,4,10,7,7,0,5
1,1,19,5,0,6,5,33,1,9389,2,1,5,38,0,2,96,7,1,7,9,4,5,3,8,3,2,0,0
0,1,22,4,1,8,0,45,8,626,2,1,2,24,0,0,33,10,4,6,8,2,5,7,4,8,6,0,4
2,8,10,5,1,2,35,36,10,5034,2,3,5,78,3,3,141,8,5,4,9,7,5,2,8,7,4,1,5
0,4,25,5,1,6,24,31,9,5504,5,1,2,129,0,3,99,5,8,9,8,4,2,3,8,4,9,0,1
0,4,21,3,1,6,28,7,9,8158,3,0,4,124,3,2,108,10,3,3,3,2,8,6,7,3,4,0,4
2,5,9,2,2,10,29,29,8,9685,4,2,4,54,0,0,53,7,3,2,2,5,3,6,10,10,1,0,3
2,9,29,2,0,1,46,44,0,4746,1,0,2,32,2,2,37,4,1,7,8,3,7,3,10,1,7,0,1
1,5,23,2,2,0,20,25,8,6151,2,1,1,105,0,3,145,2,2,4,5,7,1,3,7,9,5,0,4
1,0,30,2,3,6,8,36,5,4341,1,0,5,131,0,0,51,10,1,10,8,4,10,3,5,10,7,2,1
0,4,16,5,2,9,40,44,11,8740,3,2,4,89,2,5,73,7,2,5,8,7,10,10,10,5,10,0,0
1,9,27,4,0,3,0,26,12,8221,1,1,2,35,3,0,37,2,4,9,10,3,10,6,6,2,1,0,1
1,9,19,3,3,1,30,4,7,2193,4,3,5,147,0,1,22,1,8,8,3,3,8,7,7,1,8,2,0
1,2,28,4,2,10,32,38,6,7159,3,2,4,65,0,5,65,9,9,3,6,10,7,9,1,1,4,0,1
0,6,17,1,3,7,46,29,7,3533,4,3,5,133,0,0,77,7,8,5,6,5,7,4,2,4,2,2,0
1,6,25,3,2,6,21,4,10,9565,3,1,1,49,2,5,86,8,3,2,1,6,1,9,8,10,3,0,1
0,0,17,1,3,7,46,29,7,3533,4,3,5,133,0,0,77,7,8,5,6,5,7,4,2,4,2,2,0
0,2,22,4,1,8,0,45,8,626,2,1,2,24,0,0,33,10,4,6,8,2,5,7,4,8,6,0,4
2,0,9,2,2,10,29,29,8,9685,4,2,4,54,0,0,53,7,3,2,2,5,3,6,10,10,1,0,3
0,9,11,4,3,10,30,6,5,6145,5,2,3,74,0,5,29,1,8,4,2,9,10,2,8,9,8,0,5
0,1,12,1,3,3,7,17,17,6466,3,3,4,52,0,3,135,7,8,9,5,9,7,3,3,8,2,0,5
0,7,27,1,2,8,12,44,8,6999,2,1,5,34,0,2,127,4,1,2,1,5,6,3,10,9,9,0,1
0,7,20,3,0,4,44,47,12,4225,3,1,5,53,0,3,142,8,4,6,2,2,7,1,10,4,10,0,4
1,8,29,3,3,10,40,14,7,3364,4,1,3,111,2,1,26,6,2,5,7,3,7,3,10,6,7,2,1
0,3,20,1,1,9,24,13,17,466,2,3,5,46,2,1,100,3,1,10,8,6,2,1,9,5,5,0,4
2,4,21,0,2,1,41,27,0,108,5,0,2,132,2,2,64,1,9,3,1,4,4,10,1,5,2,0,4
2,1,14,5,1,8,24,14,7,9447,1,1,3,89,1,5,37,5,3,4,3,2,6,1,8,2,3,1,5
0,5,27,4,0,3,6,36,13,4960,4,3,1,86,0,4,96,2,4,8,4,5,2,3,5,10,2,0,1
0,9,18,2,2,2,17,36,17,333,5,0,4,49,2,2,29,10,2,4,4,6,3,4,3,1,2,0,0
0,8,15,5,1,8,5,19,13,5979,4,1,4,126,1,2,93,10,10,5,1,1,9,2,10,7,1,0,0
2,4,1,2,0,2,16,10,11,8895,3,3,1,25,1,5,115,4,8,9,9,3,3,7,10,6,10,0,2
2,3,20,3,2,4,16,10,11,4672,3,1,2,39,3,5,113,10,10,2,4,5,1,2,5,7,7,0,4
1,4,5,3,2,2,48,6,9,8710,5,2,4,106,3,0,26,4,6,8,4,8,10,8,10,9,1,0,3
1,7,23,5,2,2,39,42,3,9715,1,2,1,45,0,4,59,4,9,10,4,10,9,2,10,9,9,0,4
1,7,13,0,2,6,0,34,9,2391,5,3,3,38,3,3,95,9,9,10,2,1,4,9,6,6,4,1,5
2,0,25,3,3,5,13,46,5,6241,1,3,2,143,3,0,129,2,1,4,9,8,8,9,1,6,2,2,1
0,9,29,2,1,6,7,12,9,6424,4,1,1,111,3,1,149,1,6,6,5,9,6,1,8,9,9,0,1
2,1,30,3,3,3,46,12,3,1856,5,2,3,107,0,1,81,3,3,6,5,7,5,3,1,6,9,2,1
1,0,10,4,2,7,3,19,9,2876,1,3,4,141,2,2,88,1,3,2,7,1,7,5,1,1,6,1,5
1,3,15,3,1,6,25,14,6,9696,5,0,5,34,3,5,66,5,8,7,2,5,3,8,10,10,2,0,0
2,6,30,1,2,5,36,3,12,5910,3,3,4,102,3,1,92,5,5,7,5,3,5,9,10,2,2,0,1
1,6,21,5,1,10,41,9,20,9079,5,3,3,44,2,2,126,2,5,10,3,3,3,6,3,4,3,0,4
2,5,2,0,2,9,1,3,0,4974,3,1,2,144,3,4,61,4,1,1,4,5,3,4,9,10,2,0,2
1,2,4,4,0,0,37,24,5,4683,1,1,4,33,1,4,34,10,2,7,7,4,3,1,7,6,1,0,2
0,2,11,4,3,5,47,34,4,3848,5,1,3,45,2,3,114,8,10,7,1,10,6,1,3,6,4,0,5
1,5,21,0,0,6,24,39,4,5837,4,1,3,25,1,0,116,7,2,5,1,2,5,8,8,3,9,0,4
2,3,11,1,3,5,43,30,19,9165,3,1,5,74,1,3,75,10,10,6,10,7,6,2,9,8,3,0,5
